,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
11895,humko kiske ghumne mar yeh kahani phir sahi - manjari - c aurtesi mediaon,0,neutral
11896,try gloss heard good thing say love ball doctor,0.7964,positive
11897,advi c pakistan teamtodaye ki painyake lagai hai j krupkori bechch crik ketworld c up 2019 pakvi v c19 nan,0,neutral
11898,shame on you for not shaking hands.,-0.3781,negative
11899,rahul will not listen to chatukar geet who is no longer your own,-0.296,negative
11900,beauty look beauty want friend ship name ruza haiti love,0.946,positive
11901,hope that you have the courage to live in peace and not speak of muslims.,0.8625,positive
11902,tho ?? yeh 5 yr se 6 yr hotey hi itan badlav mari c lo c k ?? modi is in a very heavy position! ! ! the bridegroom,0,neutral
11903,lewis chooseright good more our g bless us give us power 2 nd sea simon nan,0.7152,positive
11904,bakchodi uski beti samundar naha ke namkeen ho gayi ho jais ?????? nun,0,neutral
11905,your brain is 100 percent of your own.,0,neutral
11906,mishra&#39;s opinion is not trusted by modi devotees. nun,-0.2626,negative
11907,walikum assalam said that wish great day & happy week armada ahead lot ha,0.9169,positive
11908,#NAME?,0,neutral
11909,don&#39;t go for less that your full potential.,0,neutral
11910,you don&#39;t have to worry about the odor of the family.,-0.4404,negative
11911,allah ho akbar wars jai sri ramc ompet mamt bibic omphort chant,-0.5574,negative
11912,bhakti 5 salman is not unlike any other and not against speech type.,0,neutral
11913,ग्लद् सेए थल फाद इन्दिया ?????? nun,0,neutral
11914,mayeru? ? peace be upon you,0.594,positive
11915,"why do not let madarchod tmlogs, malik, get out of bosdival surfers?",0,neutral
11916,"arjun ram ji, my ganju bajju, for your jet",0,neutral
11917,1810 raj43,0,neutral
11918,adam 12 gul agre yeh girgit ki bohat agaye manhoao koum hai yeh rong badlataye nahin,0,neutral
11919,best nev govt hope bharat burshdin dugni rat chougni tarki kre nan,0.7964,positive
11920,"???? come on, this is a funky kind of chip",-0.3313,negative
11921,opposition leaders do not believe in their own fire.,-0.34,negative
11922,chutiya teri gand agg lagga nahi bharva ?? bhuhi nehi mareg has come from modi fir,0,neutral
11923,there is a lot of doubt about the power of modi.,-0.3612,negative
11924,amenthank alotveet allah gives every human being a chance to change if you ever,0.25,positive
11925,it is said that khujliwal sorri is not english,0,neutral
11926,oh god best c atch history world c cet oh bhan c atchstoke angs nun,0.743,positive
11927,can you remember how to write a hump? nun,0,neutral
11928,ravidubey have watch muddy ni jealous beauty well stay bless lot love two .?? nan,0.8823,positive
11929,view # ????_?????? a allah sin man merci limitless ply forgive us greatest forgive nan,0.6966,positive
11930,"the worse the level, the better the church will be.",-0.0516,negative
11931,???????? harm pa i pure heart gold well ground humble load love,0.8385,positive
11932,4 sjna bad muhammad bakhsh ki mrna ki jn nan,-0.5423,negative
11933,26-05-2019 sir harold keep yes soul ; soul spark divine love mahan -- reward,0.9442,positive
11934,you have seen the final mode next to me,0,neutral
11935,asman unfollower magazine is a case case that you can talk about without new shame,0.3724,positive
11936,"ani god is not from them, but not from the state, without which god is born out of breath, i am well",0.2451,positive
11937,"abkya karein familivale bhi padt kabhi kabhi ?? no, we are not mantras ??",0,neutral
11938,aki bark gals reference a lot of good news,0.4404,positive
11939,topi pehno pehno nahi 5000 sq. tomh bhotto ki pehli ki bhat ki bhat krat,0,neutral
11940,ahmad 110 im lajwab is the one who does not have a passphrase,0,neutral
11941,"in the forefront, the heart will be sad and not angry, but these people",0.3402,positive
11942,issssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,0,neutral
11943,rathe modi ka baap advani jiss modi rajniti sikj woh khuddeshk nahi hai aur 4 perc entbr,0,neutral
11944,agar c will not be made to pilot and ag pilot will not be politically c ongrated to jitigi minot.,0,neutral
11945,lowe angell satyam,0.128,positive
11946,there is no need to pour petrol on the right ink,-0.296,negative
11947,today i am ashamed to choose hemant karkareji or pragya thakur instead of rashtravad ???? अ cc अप्त् नन्,-0.6199,negative
11948,this is a written example that someone has blamed the modi for the dead.,-0.8126,negative
11949,pathan ki girfriyendne usi mesagkya miss bahut dar sochnk badpathanne javabdiya ok muje manzor studentn nan,0.1531,positive
11950,pottoo jisay hamsay milna gavar nahi wo hamsay mil na karye wole damn mood nan,-0.4019,negative
11951,bigghest problem ek boor bol dusr usur bolegass mein ego ki,-0.4019,negative
11952,work sabk sath sabk vic (averyon &#39;support averyon&#39; svelop) sabk world (averyon &#39;snn,0,neutral
11953,how bad are you? what&#39;s wrong with him? ? ? ask ?????? nun,-0.8205,negative
11954,amethi jetnkli is the most hardworking person in the country.,0,neutral
11955,?? good morn sweet sweet pop di ?? ?? please bless &amp; family save sumiran,0.9528,positive
11956,jai shree ram haj turnd vand mataram day,0,neutral
11957,???? . delhi is happy to be happy,0.8541,positive
11958,fiz fizkhan abbaye khassi ter nikleg moot pehl mujhss mil le agayya which type of mcb will do,0,neutral
11959,we are not the only ones who do not come here,0,neutral
11960,it is not good to speak bolt but it is necessary to think that what will happen this week,-0.1786,negative
11961,vagan play play play play play play help series play main upk bhot bhot bad,0.9186,positive
11962,ab kuchh kahna kya kya kya abd dard nahi lagta hai,0,neutral
11963,perdict aarli and hanmer allah perbhat kamal amen hyo behtra kare g hamralebour mulkklye insh allah,0,neutral
11964,there is no such thing as an external dog.,-0.296,negative
11965,"islam is not related to any crime oec, the status of kashmir palestine, the muslim world against the world",-0.5423,negative
11966,"not only this, with the help of this logo you can do wonders.",0.4019,positive
11967,nancy pelvis block disease relief bill third republican stagger every day ho nan,0.0516,positive
11968,you are not the best of the best,0.21,positive
11969,im hindu the danted hindi! ! ! bjp fool knov religion divid polit! ! ! chutiya nun,-0.6209,negative
11970,thank you very much,0.3612,positive
11971,54 nation dress proud captain wear stalwart same nan,0.4767,positive
11972,shit ???????? south africa c a lost se c ondtime abhai achai sai khelo gadho ???????????????? nun,-0.782,negative
11973,100 ticket ?? love mamma ?????????????? hart firstdayfirstshow bharatwithfamili bharatthiseid salmanfanclubjammu nan,0.7319,positive
11974,war year www n't make fall love yard ?? . okay dear go bow thank ???? nan,-0.4986,negative
11975,"the entire contestant has chosen the mp, the circle of the mp is &quot;the leader of the candidate&quot; who",0,neutral
11976,fun game ensue matrena bring laughter riot catch thekapilsharmashow wee nan,0.4404,positive
11977,najnayi c up to intzar isk sinal happen e cc world c c 2019 c c ctvorld c up,0,neutral
11978,"ind fark bohhot hai, it is a fool&#39;s heart, you like jahilo",0.7717,positive
11979,ascmon lowe program ?? do you have a playbook? nun,0.2593,positive
11980,bardo is not really a real person,0,neutral
11981,he is a mamtalbadvil harami hai ex pas ko manndhalt jo hoga ??? stamped,0,neutral
11982,indjanab ekterr c farmk vi bilpas ho ki terr c firm mandatori ho bahut jarurat hai hariyali ki nan,0,neutral
11983,"respectfully, the country will be safe for 130 years.",0.6808,positive
11984,freind - new phon le le sath chal hh hai le -,0,neutral
11985,bershi mental shame our own,-0.4767,negative
11986,god morne says start with the weakest and win the most,0.3818,positive
11987,"or that these people who are in a day of divinity, who are 20% of the muslims, you should be like this",0.7351,positive
11988,do not like and do not like because both of them have to burn the water of pappu,-0.4973,negative
11989,"sir, you have won, but you see, you are a man, what do you think about the poor?",-0.4215,negative
11990,sirfirstc ongratul sirmer apsnibedan ki koi bhi productuk paket bhagwan,0,neutral
11991,mujhe koi yeh baatho yeh saarfarzya kya kya ki pakistan ki teyam ko which b ab abi taqtayam hai kamran amkamal ?? time,0,neutral
11992,not yours ??????? ? c ओवर्द् निक्ल्?? hatred is the root of all evil,-0.89,negative
11993,c उते नश्लेन् सन्पेद्रो,0,neutral
11994,there is no such thing as self-sacrifice,-0.296,negative
11995,"rubik, you are the best and most eloquent person in the world.",0.6369,positive
11996,llevalo altottenham de pochettino la isle m cielte aseguro que salle delvesturio ni rec ono c el c ampo de ju nan,0,neutral
11997,"kisko studies should be trying, it is not easy to improve",-0.5875,negative
11998,चह्यक हिसब अल्लह् पक् खुद् क्रिग इन्शाल्ह्् पेहल् थोउघ्त् क् शिआ पेओप,0,neutral
11999,but they are treacherous like you.,0.5023,positive
12000,get out of monirul islam or go to west bengal.,0,neutral
12001,jane de war one that friend serious propos new law punish journalist report acid,-0.6597,negative
12002,ordinari has no money for digging for their cows.,-0.296,negative
12003,mamat reyak jai shri ram slogan must respond jai gandhiji jai nehru nan,0,neutral
12004,we wish you all the best in our future endeavors.,0.7845,positive
12005,"if you don&#39;t do it, you probably don&#39;t think it will last long",0,neutral
12006,i don&#39;t understand why south africa is losing its crew. subban c v c19 nn,-0.3818,negative
12007,irum786 u she cancerian anoci vous happy birthday ??????..,0.6868,positive
12008,ungezv ngay uzi knovlay pertvirrer nan,0,neutral
12009,org ?? ! ride love people fan made damn good video,0.8101,positive
12010,yes problem soon pay team come back vi strong back back pay team love u nan,0.7717,positive
12011,"dear sir ramji, your hard work and dedication and kindness will continue to be your kindness.",0.802,positive
12012, great pride present wh ? au or announce today well budget 2019 believe wh ? au,0.8385,positive
12013,back 100 % karay chop cold quick feel good feel good * waaaaag * nan,0.7003,positive
12014,desert even love every show eager wait every video,0.7717,positive
12015,new album sound sooooooo good fuck tonezon really like  night  . love melody nan,0.7501,positive
12016,jan sar ab yeh nah buss nahi hai hai,-0.1027,negative
12017,seeing the gift of the handwritten fingerprint,0.4404,positive
12018,"bhai swami ji is the person who has got the blessing to go to work,",0.4939,positive
12019,"the craze of the dog is a common man, but the pitcher is burai and sal is the idol?",-0.0772,negative
12020,abhaych jayalalithaa bjp kya kamalgat abhi bhenchod bjp modi modi bjp,0,neutral
12021,rashid abhutiya nahi banegi publi c sub samjhare aapke gandi rajneeti anti-modi bank famous hune ka,0,neutral
12022,"with the help of only your suvayya, you can have the same kind of logic and modality that you can expect.",0.4019,positive
12023,shadi se pahlavalentin day birthday freyand day shadi ke baadroti day kapad day also day ?? nun,0,neutral
12024,mumtaza thank much dearest love all see distance look pad without take glass nan,0.8834,positive
12025,best wish today 's laylatulqadar transmit may allah pay give up & energy ???????? hope ye merci,0.9092,positive
12026,"surjewala who is an exalted politician, who is a dalit girl, is not allowed",0,neutral
12027,think won safe think theory pretty valid took horn any want wrong nan,0.7906,positive
12028,mehmood 3 pmln that bkiy aukt reh gayi kabbi bilv kabbi mangalk pechey hath bandh ker harey,0,neutral
12029,offic extrem exch itshre shnuragthakur (4th termp),0,neutral
12030,who has written a letter of honor to illuminate the water itself?,0.4939,positive
12031,very informative. nun,0,neutral
12032,love everyone / l cool be nan,0.8591,positive
12033,71 dear i congratul begin second winning humble request think train poor like pari nan,0.6597,positive
12034,logitn bar chootiya hye zhaoat ko manker vote kridia bcz gov foulter terroir bring,0,neutral
12035,zetkapnn,0,neutral
12036,mani mani happi return dya happi birthday ji nan,0,neutral
12037,ja what is english?,0,neutral
12038,amn say happi birthday gurlan,0,neutral
12039,total 995 th tell any found disrespect,-0.4215,negative
12040,2 degree 22 who ! ???????? ms early intervene psychosi god know best pick perfect master nan,0.9053,positive
12041,quennasmani kholi india standnesmani recvsoon india gotworld c upnan,0,neutral
12042,what are you playing now? are you playing ???????? just stay,0.5514,positive
12043,you ?????? nai jai shree ramboleg reheg zind nan,0,neutral
12044,now 's really super world cup fananthem india love best team india cup to human hi cap,0.9273,positive
12045,"english does not come but we are not english, nor is it our good shame",-0.0772,negative
12046,"as long as sri 971 is not like you, this country is still alive, this country has not survived.",-0.2987,negative
12047,bologuruji my basti is another question which is not confirmed but is expected to be a c.,0,neutral
12048,"the young heart of the country, samrat modi ji, has a lot to offer to the youth and more and more youths.",0.6369,positive
12049,and then siddhu kuch jyyad is spoken because there is an exalted spirit of dalbadalu halat.,0.1779,positive
12050,yogendrayavabhai mauk dhoondj,0,neutral
12051,there is a civilization of rs.,0,neutral
12052,sirje hairtiestc ongratul ?? not the best,-0.5759,negative
12053,jungkook only thinggood jerk oh god jinclayer jialous jungkook onlnn,-0.0772,negative
12054,talk to you soon and keep up the good content.,0.4404,positive
12055,kshad kukkad jyadatyar batsman did not make his best way.,-0.5216,negative
12056,gedam 14 this is not for you.,0,neutral
12057,will you drink today ???? न्त् एवन् क्नोवहेल्ल् c अल् c उल्उस् ?? humans don&#39;t know,0,neutral
12058,i don&#39;t want to be an english person from the bottom of my heart.,0.6705,positive
12059,goli maro 08-oc marengtb himself did not take the iyengar stone and iv sidh goli rajnath singh,0,neutral
12060,there is no problem due to the secret that the people are making the announcement of the temples love,0.7549,positive
12061,write the post of the letter bro prove bro ye nahi bol.,0,neutral
12062,rejtmoron is nowhere to be found,0,neutral
12063,pakistan,0,neutral
12064,matter result away remain leader ?? & away proud say ?? ?? ??? ??????? ?? nan,0.6322,positive
12065,"there is no place in the world of hinduism, i will find hinduism like this",0.0772,positive
12066,tm go agenda banandarrestptm array ply ????????????????,0,neutral
12067,"sir, you are a very, very good poet",0.5379,positive
12068,unnt mention godi media who has not been in the bjp for the last 5 years.,0,neutral
12069,सोओख्सर्नि c ए न,0,neutral
12070,what is this?,0,neutral
12071,ektou b c usko match nahi khelaya jabke uskre c ordwest indi itna ach hai uper se usko 12 mein bhi nahi rak,0,neutral
12072,also intelligent knov spray for ter kuchnahi challanwal baap aay hai home pe nun,0.4588,positive
12073,the list goes on and on.,0,neutral
12074,zoot gali galoch hindu muslim obscene blind bhaktk c ommentye patriotism,-0.7579,negative
12075,valuetim valuelif guru gatech ushe hum hum umar ke liye tyr rehn chah ghan,0,neutral
12076,relhan india domino&#39;s self-employed servant&#39;s day,0,neutral
12077,laid love come ulna ask stuff like work love nan,0.8979,positive
12078,do you speak hindu or muslim? ? ? hypocritnn,0,neutral
12079,beef lynch hindu-musalman manner & parisian bring huge vote care c,0.6705,positive
12080,what is the best segment ???? bus ahmad ny apku aidpy apni sathly krihi jan hai apni ghr ?? nun,0.7319,positive
12081,modi,0,neutral
12082,"in the days of the independence movement, these bjp leaders have gone white, but today",0,neutral
12083,sinclast one month lal also oont majnoo pitch pitch ?? the future is not giving c ?? nun,-0.4581,negative
12084,"in the run-up to 2018, the government will address the issue of unemployment.",-0.4404,negative
12085,someone from iss bhosdival would have thought that this caste issue would come up on 01-febmp inc.,0,neutral
12086,2 / which can have some bad luck at the time of the place of traffic?,-0.128,negative
12087,istikhara real seek allah give ready might hurt know nan,-0.2263,negative
12088,nun,0,neutral
12089,hopkinton abbe jay win individu crown south golf qualify,0.5859,positive
12090,digvijay zi to aish chunav hrnk tension ab dusr bhi tension de gy santh said that,-0.5574,negative
12091,a philosophy shurho kri deeti tum ???? bur time deal with the word ?? how are you? ?? nun,0,neutral
12092,glory abbe father ???? feel bless surrey ad feel overwhelm ???? god good,0.89,positive
12093,nct127 superhuman superhuman every song fun album took wig away stream jet law nan,0.5106,positive
12094,congratul ?? mr magna ñ proud owner single story home ?? thank trust ! !,0.8871,positive
12095,serve aam logo no nahi milh sense space eel peopolymys,-0.296,negative
12096,you are not eligible for any of the branches of your own &amp; govern proclamation.,0,neutral
12097,god bless you,0.5994,positive
12098,what happened to vik?,0,neutral
12099,deepic008 yeh kah se meet ?????? nun,0,neutral
12100,mothers are the ones who do not have to be worshiped.,0.5267,positive
12101,boy ayid dayike ter dehn kiddher hai ter hero is it ????????????,0.6767,positive
12102,engin allam iqbal nayi ek khwb was the one who became the woozoeod kebab of pakistan,0,neutral
12103,bangtan hi exact seventeen hour mop tear felt come felt merci nan,0,neutral
12104,badhabit saredinsonkuchnhikarnendmeinron ?? nun,0,neutral
12105,swaraj 1 sbse badi btterrorist sadhvi pragya jetgyi hament karkar ko shrapne vali vahdeshtrakki kr hhnan,0,neutral
12106,jakt chlo lagi sadisnya grape gagu 3 jam ?? ato argo teri ken mcet 1 jambiasanya yg argo 17 knan,0,neutral
12107,awesom expert thalapathi tartar shoot - nation award winner reveal,0.7096,positive
12108,you must have heard that parents pay for the fruits of their deeds.,-0.1027,negative
12109,"hmmm, you know what a bad warrior you are",-0.5423,negative
12110,खोख्र् नई c अहिय् ब् c ह्द् स्त्रेअम् नन्,0,neutral
12111,not in the offshore super,0.5994,positive
12112,bangladesh&#39;s leading pakistani artillery is not very small.,0,neutral
12113,thank you very much. frasmzlo mrc onditnn,0.3612,positive
12114,congratul sir big fan leadership nan,0.3182,positive
12115,"someone is born, someone is born and even though the condition is good, it is always the same, which is our whole world.",0.4404,positive
12116,aziz,0,neutral
12117,उदित्रज् चल् ब् के च्। ॥। that&#39;s not it,0,neutral
12118,mr. arvind shinglove ji zindabad zindabad? nun,0,neutral
12119,?? peak into believe sometime miss childhood bad masha corruption,-0.6662,negative
12120,greenearth c ampagn gurmeet ram rahim ji der sach saud 134 welfare work gurmeet ram rahim ji,0,neutral
12121,happy pm narendra modi is not,0.5719,positive
12122,?? 27 - love bitch ever on na stop loving u bitch use all timid or tall,-0.4696,negative
12123,there is no such thing as a &quot;monkey&quot;.,-0.296,negative
12124,iqbal 129 pakistan born hoker pakistan ki hi thok gay 5-0 ?????? nun,0,neutral
12125,sal itna jalan koi baat nahi dojen burnol lag lo ?? ?? nun,-0.5204,negative
12126,lagaat is crazy,-0.34,negative
12127,why aren&#39;t these people enjoying their fun?,0.7717,positive
12128,inda this human memory and modi ji is handed down in the face of god ???? her,0.4696,positive
12129,jodi tordakshune keun na ashtobe ekla cholo rabindranath tagore jodi tordakshune keun ashtabhan,0,neutral
12130,vovdare proudkiya gali de ho apanna,0,neutral
12131,we wish you all the best in our future endeavors.,0.7845,positive
12132,"please tell, whats the story of them big puppys ...........",0.3182,positive
12133,c ame,0,neutral
12134,chili,0,neutral
12135,rashid abhutiya nahi banegi publi c sub samjhare aapke gandi rajneeti anti-modi bank famous hune ka,0,neutral
12136,namaloamtke c are soan i shikare ko mili g zoror happi hunt ha,0.34,positive
12137,"if you don&#39;t have enough money, you won&#39;t be able to save it.",0.4939,positive
12138,"mehta 001 chandigarhamritsarchandigarh reviv ??????????? lowe is not my master, glove, he is always in love",0.7691,positive
12139,"if you don&#39;t have a flop, you don&#39;t have a father, you don&#39;t have a flop.",-0.5859,negative
12140,"survivor boy 1 is still alive, but boy 2 is dead; __; boy 1 koun boy 2 motivnn",-0.6597,negative
12141,"18 i have praised zroorat nahi humn sikhism very much, grat guru",0.4939,positive
12142,hariyom c om doth vorri ab koi fayd nahi tha tha bharat bharat ratna nahi mila vaal hai. ???????????? nun,0,neutral
12143,this chamcha is missing,-0.296,negative
12144,"the rest of the letter is not the same, it is interesting to see that more than 5 spawns",0.4019,positive
12145,"as soon as the revolution became active in 2019, it became known that gandhi was abusive.",-0.3612,negative
12146,sooooo tire matchppl energi abfvm fvm halfvshitn vylolfelnnn,0,neutral
12147,kuch ace crow sirji threatens your entry.,-0.3818,negative
12148,modi ji jeet ki bhaut bhaut subhkamanay modi ji subsfle delhi jo small scale peer seel ki jo talwar latki,0,neutral
12149,you do not want to be frustrated if you cannot get the right pitch so invest in a good capo.,-0.1833,negative
12150,can&#39;t be real,0,neutral
12151,chavjhi musselman is in the name of gaiya to make musselman a murderer and a hindu,-0.6808,negative
12152,proud moment go contrat beau,0.4767,positive
12153,ekdam sahi k tumndipik ki chutka jo grammut hog usk mz hi alg hog aur hum ki badi gori lalchedwali gand se nik maln,0,neutral
12154,talk friend vote mode by even n't know am,0.4939,positive
12155,"if you do not have a password, you can delete it here.",0,neutral
12156,"enemies of muslims are not infidels, they are not muslims.",-0.4939,negative
12157,?? ( salmon khan ) ( ???? ) best fight ( ???? ) scene ? ( º?º ) ? move see ?? instagram photo ( ???? ) ?? nan,0.5514,positive
12158,may allah,0,neutral
12159,i don&#39;t think there is any country that i have given to the country.,0,neutral
12160,c ongratulnarendra modi ji 2 prime minister of india to talk to you,0,neutral
12161,no ॥.। @ nitin gadkari will not join gadkari in 2024,-0.4745,negative
12162,why shouldn&#39;t the congress declare that there is a fire?,-0.34,negative
12163,what is the best way to get rid of acne scars? nun,0.6369,positive
12164,in spite of having a blood sugar,-0.5267,negative
12165,hope stament given pnnrend modi subkasth sabk vik sabk world wellcome (pm) narendra modi ji nan,0.4404,positive
12166,mohsin dwarka,0,neutral
12167,well done bravo ply spread people understand law still jungle ran nan,0.2732,positive
12168,"c lord of god himself, part of ongress maidan chor",0.2732,positive
12169,you are the one who takes care of your role,0.4939,positive
12170,"soniajhi vantey is with yadh sadhvi, who i am very grateful to, i was married to him.",0.5095,positive
12171,what you see online is only visible to me.,0,neutral
12172,"zafar 3 wrote the opera, which is not a wish",-0.3089,negative
12173,achh huv nahi bulay bjpvale chichhor hote hain,0,neutral
12174,punadiya yeh sub hindhibhasi ki galti jais hindi ka bahiskar kar rahe hindivhasi unk kyu,0,neutral
12175,bakht 11 issesh c ongres jaisnet bachhi nhi adarshwadi payr batn,0,neutral
12176,love 3 deaaaaad mbaku hot ohhhh ?????? nun,0.7319,positive
12177,cnyni c sure translat might isko pagalkut ne katliya nan,0.3182,positive
12178,58 options are not favorable,-0.3724,negative
12179,yeah mon use see sunk sat use watch ?? nan,0.3736,positive
12180,ask allah guide future endeavour may away make thing east love fig sa,0.6369,positive
12181,sir am hm am do deputy pm mud love see u one role preside post had prank iss,0.6369,positive
12182,3 rupees was broken and lost 3 rupees.,-0.6597,negative
12183,perform chandihavan encourage one achieve accomplish life beat obstruct impede nan,0.7269,positive
12184,halloween soo beauti indians are not burning.,0,neutral
12185,india schwab gazav a hindu somon explanation,0,neutral
12186,tachar c lass coi tiffin,0,neutral
12187,sorri 15 does not mean 1214 amtk bakwa krti raho nan.,0,neutral
12188,good mornpit gi please bless save sumrin permarth baxo ji true c omponion,0.9186,positive
12189,blessed be the lord of the worlds!,0.636,positive
12190,jothu ki peidavaro maht muhammad that this paper 37 sal pehil ki hein jab wazer a azam nahi tha,0,neutral
12191,jai shree ram ???? goode give it is not a matter of difference,-0.2579,negative
12192,it is not easy to tell this,-0.3412,negative
12193,generlok ihtsabkrni that your father is not courageous.,-0.4168,negative
12194,it is safe to say that ankhrealli nt knov aven idea damn.,0.0516,positive
12195,lekhi khud toh modi ke jayati hai॥ ?????? everybody gave me ajay makan in the cycle of modi,0,neutral
12196,"this is the kind of thought that you have, jant has silently spoken",0,neutral
12197,rathe aap har ho unhi dallo ki dalli ki wajah yeh abhi video ban ban ke bacht,-0.802,negative
12198,sometime block bless try find good one person use ???? nan,0.5803,positive
12199,thand rakkho go happen aror ji nan,0,neutral
12200,height sirse panvat tak birthaday perti nahi dung signpoor namke kart han fawurit c olour rangeen hai zindag nun,0,neutral
12201,there is a lot of joy in the heart of the heart.,0.9217,positive
12202,good more god sat dr sigh i insane ???? pleas bless & family & sea sir,0.7545,positive
12203,"you do not have to submit to wikipedia, the free encyclopedia.",0.5106,positive
12204,ca n't love ??,-0.5759,negative
12205,imagine if people were muslims and begging to wear the sadhuo lib.,0,neutral
12206,please help improve this article or section by expanding it. nun,0.7845,positive
12207,kill yourself and kill yourself,-0.886,negative
12208,bjp ummid ki bark kadam badyadgya bajp kar kar kar kar kar kar aap kar kar se karro ko yojnao ko,0,neutral
12209,भक् द्क् बोस् द्क् ?????? . shame on you,-0.6199,negative
12210,abe dubey cannot be named after school,0,neutral
12211,congratul dr royal perish 'm proud mungrad19,0.4767,positive
12212,no one from pukhtan,-0.296,negative
12213,tangin im ex c it artyer hahah matatpo ko na sy jsandlajsnkslaj nan,0,neutral
12214,show your heart and soul,0.6369,positive
12215,you are not getting any food? why is the money of roulette not paid to the opposition? ab,0,neutral
12216,i do not think so.,0,neutral
12217,udec idleavpolit pappu loos amethi mard ho aur mard ki juban hai politchnan,0,neutral
12218,love speak peak michael hope wonder time & work work work fun fun fun ?  nan,0.9517,positive
12219,much absare tweet arsal ke support ?? jabjiya ka mannhi wo chain ni ban sakti yasit ke liye,-0.3094,negative
12220,why is it that the country is being humiliated?,-0.34,negative
12221,jali&#39;s run is not ayub kehtey and buji&#39;s thank you is 2024.,0.3612,positive
12222,nation holiday yet work happy birthday ??,0.7757,positive
12223,"when you fall in love with yourself, just look at that person",0.6369,positive
12224,min fngimel kuthi ngibe ne mali knife go lento ye gymnn,0,neutral
12225,/ pal great spirit hath rain favor form napkin kitchen towel coffee map whiskey,0.8176,positive
12226,c ongratul sahe bole sirdesh ko modi ji se bahut apchaye hai,0,neutral
12227,okji will see exactly ???? nun,0,neutral
12228,aidko nd salman bhajan ko boksh-offichal hal machan ko aur apko dekhn keliy bharat bharatthisaid 7 daynan,0,neutral
12229,"but allah is good to the self, i want you to be happy.",0.8847,positive
12230,novel man i love you surya oursoundtra ck,0.7579,positive
12231,there is a lot of dirt on both sides of the road,-0.34,negative
12232,the only thing i want to know is that what kind of dead body is free of any kind of bin,-0.2484,negative
12233,genghis c aution vgnsh sorri machi ???? nun,0,neutral
12234,wait wed ?????? foreveralon gold kyliecullen,0,neutral
12235,true ruthless modi ji bussi krte rhehi bharatka vik hte jyag thankyou jai hindnan,0.4215,positive
12236,behen ki laudi din bhar jo masjido se loudspeak gand fad khl kart hain tabtere ko orgasm,0.2263,positive
12237,namaskar good begins saheb,0.4404,positive
12238,दवि c य्र्रेल्हहह नन्,0,neutral
12239,"look at your own soul, you should not be buried in the same place, but you must meet a lonely person.",-0.5023,negative
12240,"om om gowern, 2 to 2 years old",0,neutral
12241,govt.,0,neutral
12242,responses are not available on the subject.,0,neutral
12243,pari itsmehjbeen fatim ???????? funni nun,0,neutral
12244,tiwari bhai abhi has not changed so much that it is possible to kill someone,-0.6908,negative
12245,baby got groom today denis company smooth porch awesom job girl !,0,neutral
12246,"shame on you, shame on you, shame on you, shame on you, shame on you, shame on you, shame on you.",-0.967,negative
12247,yeh avvvv moment hch ccho apnbusi schedulse time nikle muj thappad maregi ???????? nun,0,neutral
12248,moti bhain sandi sindh ko bhutto ki badroohk muskanbn diya tumne masoom bachkhat se marey kbi zehre,0,neutral
12249,the jews are not muslims,0,neutral
12250,precinet in isco dat kidhar meet ace final relays,0,neutral
12251,prime minister of india shri narendra modi has said that his victory,0,neutral
12252,"mediya is a film, while the optics will be aired,",0,neutral
12253,greyat,0,neutral
12254,c ooldidu me koi bandh repli diya aapse shaadi karung manvi usann,0,neutral
12255,sisi jaeek ink dua se kafi ummah gharope hai har baat main khan khan payen aa jaaye anyvayi host pho nun,0,neutral
12256,"the world is a world leader, it is the authority of the world.",0.0772,positive
12257,much better actor current superstar pleas big budget action move nan,0.4404,positive
12258,promoting flop heroin panauti ishqmeinmerjavanka murder kirk indonesia apna flop anarkali,-0.8807,negative
12259,there is no need to send water for fish,-0.296,negative
12260,why do not understand why i am not able to do anything.,0,neutral
12261,too really sit absolute not & like ?? ?? ??? ??? ??? ?? ???? ???? ?? ? ???? nan,-0.4714,negative
12262,what do you want to do on your wife&#39;s day? the the tum chor ho islia dart ho and kiraiya ke,0.0772,positive
12263,don&#39;t forget to love me,0.5106,positive
12264,"assalamu alaikumvarahmatullahi vabarkatuh swet follovlove? june 1, 190600 am",0,neutral
12265,todyatri make favorit dispritti deservnasi lemakse risotto rica infuslendnn.,0,neutral
12266,ok such good song,0.6249,positive
12267,"plebisc is like what you have, i am not happy with your dreams, like you are",0.5722,positive
12268,congratulations to mr. narendra modi and congratulations to mr. narendra modi and congratulations to mr. vijay hansd.,0.9136,positive
12269,har har modi ???? who are you?,0,neutral
12270,the level of laughter will stop,0.25,positive
12271,how do you do all this cool stuff? nun,0.3869,positive
12272,"amish devganbhai, i want to ask you to understand modi ji.",0.0772,positive
12273,thegiftofeduc follow teach stir i man block free duc center,0.1027,positive
12274,"14 &#39;sock which has not happened yet, with the support of the film, not watching",0.4019,positive
12275,was yes yes remember ad ad ( care action ka school time are wash caleb,0.8225,positive
12276,not very happy,-0.4964,negative
12277,man day year good health good life prosper happy birthday nan,0.8591,positive
